animantibus,0.003843612250307894
plane,0.002574111919612023
promptu,0.003843612250307894
quamvis,0.002574111919612023
deinde,0.007687224500615788
illud,0.002574111919612023
meum,0.003843612250307894
aggrediar,0.003843612250307894
orationem,0.003843612250307894
quaerere,0.003843612250307894
nullum,0.002574111919612023
audivi,0.003843612250307894
optineat,0.003843612250307894
accesserit,0.003843612250307894
incendi,0.003843612250307894
quid,0.005494505494505495
abducas,0.003843612250307894
ego,0.003843612250307894
quanta,0.003843612250307894
tum,0.002574111919612023
secundae,0.003843612250307894
incidere,0.003843612250307894
lorem,0.0018315018315018315
probitate,0.003843612250307894
sese,0.003843612250307894
corpore,0.003843612250307894
plurimum,0.003843612250307894
praeclare,0.002574111919612023
homini,0.002574111919612023
recordatione,0.003843612250307894
ceteris,0.003843612250307894
lex,0.003843612250307894
referas,0.003843612250307894
dicet,0.003843612250307894
nova,0.003843612250307894
ab,0.003843612250307894
vis,0.003843612250307894
ac,0.003843612250307894
quivere,0.003843612250307894
scripta,0.003843612250307894
ad,0.012870559598060114
grata,0.003843612250307894
prima,0.003843612250307894
primum,0.002574111919612023
an,0.005148223839224046
delicatior,0.003843612250307894
solemus,0.003843612250307894
igitur,0.003663003663003663
suae,0.003843612250307894
at,0.003663003663003663
re,0.003843612250307894
audiunt,0.003843612250307894
manere,0.003843612250307894
constare,0.003843612250307894
philosophiae,0.003843612250307894
reges,0.0018315018315018315
ipsum,0.007326007326007326
iustus,0.002574111919612023
corporis,0.003843612250307894
latine,0.003843612250307894
vitem,0.003843612250307894
cum,0.020592895356896183
mala,0.003843612250307894
elit,0.0018315018315018315
finem,0.003843612250307894
hoc,0.005494505494505495
atqui,0.002574111919612023
occurrentia,0.003843612250307894
cogit,0.003843612250307894
cur,0.002574111919612023
vellet,0.003843612250307894
vide,0.003843612250307894
dicitur,0.002574111919612023
humanis,0.003843612250307894
vidit,0.003843612250307894
fertur,0.003843612250307894
inpune,0.003843612250307894
architectari,0.003843612250307894
rapidam,0.003843612250307894
quidem,0.007326007326007326
se,0.007722335758836069
bestiarum,0.002574111919612023
sed,0.009157509157509158
iam,0.003663003663003663
absurdum,0.002574111919612023
si,0.009157509157509158
desciscendi,0.003843612250307894
ciceronem,0.003843612250307894
vestra,0.002574111919612023
danda,0.003843612250307894
potest,0.011530836750923682
a,0.01282051282051282
communia,0.003843612250307894
eorum,0.003843612250307894
philosophis,0.003843612250307894
e,0.007687224500615788
lucius,0.003843612250307894
cn,0.003843612250307894
vivendi,0.003843612250307894
audissem,0.003843612250307894
eius,0.007687224500615788
m,0.005148223839224046
iure,0.003843612250307894
constructio,0.0018315018315018315
p,0.003843612250307894
te,0.007326007326007326
dubium,0.003843612250307894
sensus,0.003843612250307894
adhuc,0.003843612250307894
aristonem,0.003843612250307894
fieri,0.002574111919612023
maximum,0.002574111919612023
dicemus,0.003843612250307894
instructum,0.003843612250307894
quis,0.002574111919612023
quin,0.003843612250307894
ratio,0.011530836750923682
iudicium,0.002574111919612023
de,0.002574111919612023
scriptis,0.003843612250307894
tu,0.007722335758836069
dicas,0.007687224500615788
praeterita,0.003843612250307894
etiam,0.003663003663003663
postulat,0.003843612250307894
inquam,0.005148223839224046
rapiat,0.003843612250307894
corpus,0.003843612250307894
agimus,0.003843612250307894
neglegi,0.002574111919612023
dixerunt,0.003843612250307894
probata,0.003843612250307894
ipsius,0.003843612250307894
ita,0.015444671517672138
rei,0.003843612250307894
dicam,0.002574111919612023
fingunt,0.003843612250307894
ea,0.005148223839224046
ut,0.015444671517672138
malorum,0.002574111919612023
solum,0.003843612250307894
parum,0.007687224500615788
res,0.002574111919612023
popularia,0.003843612250307894
triari,0.003843612250307894
sint,0.002574111919612023
eo,0.002574111919612023
ipsae,0.003843612250307894
pro,0.003843612250307894
vestro,0.003843612250307894
cuiusque,0.003843612250307894
liberalis,0.003843612250307894
moveatur,0.003843612250307894
et,0.015444671517672138
praestat,0.003843612250307894
renovata,0.003843612250307894
videretur,0.003843612250307894
omnes,0.003843612250307894
ex,0.002574111919612023
omnem,0.003843612250307894
cuius,0.007687224500615788
qua,0.003843612250307894
congressu,0.003843612250307894
institutis,0.003843612250307894
condemnatus,0.003843612250307894
qui,0.003663003663003663
oculis,0.003843612250307894
istis,0.003843612250307894
quo,0.002574111919612023
virtus,0.007687224500615788
