plane,0.0033226125487190645
quamvis,0.0033226125487190645
illud,0.0033226125487190645
novi,0.00496125836564565
nullum,0.0033226125487190645
quid,0.0070921985815602835
patientiae,0.0099225167312913
tum,0.0033226125487190645
lorem,0.002364066193853428
expectare,0.00496125836564565
amantissimus,0.00496125836564565
praeclare,0.0033226125487190645
homini,0.0033226125487190645
virtutes,0.00496125836564565
mitigari,0.0099225167312913
voluptate,0.0099225167312913
vir,0.00496125836564565
tria,0.00496125836564565
piso,0.0099225167312913
vocantur,0.00496125836564565
ad,0.0033226125487190645
atque,0.0099225167312913
potestate,0.0033226125487190645
igitur,0.004728132387706856
at,0.002364066193853428
beatum,0.0099225167312913
reges,0.002364066193853428
ipsum,0.004728132387706856
iustus,0.0033226125487190645
putandum,0.00496125836564565
cum,0.009967837646157194
elit,0.002364066193853428
hoc,0.004728132387706856
instituta,0.00496125836564565
atqui,0.0033226125487190645
vocem,0.00496125836564565
cur,0.0033226125487190645
loqui,0.00496125836564565
regem,0.00496125836564565
prioris,0.00496125836564565
paulum,0.00496125836564565
proverbia,0.00496125836564565
quidem,0.002364066193853428
se,0.006645225097438129
bestiarum,0.0033226125487190645
sed,0.01182033096926714
iam,0.002364066193853428
nostros,0.00496125836564565
si,0.004728132387706856
sapientis,0.00496125836564565
audio,0.00496125836564565
capienda,0.00496125836564565
vestra,0.0033226125487190645
fomentis,0.0099225167312913
a,0.0070921985815602835
fidibus,0.00496125836564565
metuere,0.00496125836564565
archytam,0.00496125836564565
virtutem,0.00496125836564565
videantur,0.00496125836564565
l,0.00496125836564565
ullo,0.00496125836564565
accepimus,0.00496125836564565
constructio,0.002364066193853428
q,0.00496125836564565
te,0.004728132387706856
intellegit,0.00496125836564565
optimus,0.00496125836564565
maneant,0.00496125836564565
fieri,0.0033226125487190645
illae,0.00496125836564565
efficiuntur,0.00496125836564565
ergo,0.0099225167312913
fortitudinis,0.0099225167312913
quis,0.0033226125487190645
fallaciloquae,0.00496125836564565
dicere,0.00496125836564565
iudicium,0.0033226125487190645
captum,0.00496125836564565
de,0.016613062743595322
die,0.00496125836564565
tu,0.0033226125487190645
dicat,0.00496125836564565
etiam,0.009456264775413711
nimis,0.00496125836564565
inquam,0.0033226125487190645
invectio,0.00496125836564565
ingeniosi,0.00496125836564565
doctissimos,0.00496125836564565
destiterit,0.00496125836564565
malitiae,0.00496125836564565
vivi,0.00496125836564565
post,0.00496125836564565
adduceret,0.00496125836564565
ita,0.009967837646157194
dicam,0.0033226125487190645
ea,0.019935675292314388
gaudio,0.00496125836564565
